playerID,name,gamesPlayed,scores,assists,goals,plusMinus,completions,completionPercentage,hockeyAssists,throwaways,stalls,drops,blocks,callahans,pulls,yardsTotal,yardsThrown,yardsReceived,hucksCompleted,huckPercentage,minutesPlayed,possessions,oEfficiency,pointsPlayed,oPointsPlayed,dPointsPlayed
andovu,Allan Ndovu,2,0,0,0,-1,3,100.00,0,0,0,2,1,0,0,38,16,22,0,,25,17,23.53,23,0,23
arogers,Aidan Rogers,3,1,1,0,-1,11,84.62,0,2,0,0,0,0,9,89,78,11,0,,41,21,33.33,36,1,35
jdecampos,Jackson de Campos,7,6,5,1,-1,55,88.71,3,7,1,0,0,0,0,458,251,207,0,0.00,122,69,47.83,106,11,95
lrobertso,Lauchlan Robertson,5,4,3,1,-1,41,85.42,1,7,1,0,2,0,35,0,0,0,0,,75,72,38.89,86,19,67
ghernande,Gabriel Hernandez,1,0,0,0,-2,9,90.00,3,1,0,1,0,0,0,0,0,0,0,,13,13,38.46,18,6,12
isweeney,Ian Sweeney,6,2,2,0,-2,29,80.56,0,7,0,2,5,0,14,0,0,0,0,,91,71,21.13,95,8,87
ccogswell,Chris Cogswell,4,1,1,0,-3,11,73.33,1,3,0,1,0,0,0,0,0,0,0,,41,35,20.00,62,2,60
sishii,Satoru Ishii,5,0,0,0,-3,11,91.67,0,1,0,2,0,0,0,102,108,-6,0,,47,25,32.00,41,5,36
mhefferna,Matthew Heffernan,2,1,0,1,-4,59,89.39,5,5,0,0,0,0,0,0,0,0,0,,45,63,42.86,54,46,8
knoh,Ken Noh,2,0,0,0,-5,20,83.33,1,4,0,1,0,0,0,140,122,18,0,,17,15,26.67,17,9,8
tlassette,Thomas Lassetter,6,7,6,1,-7,103,85.12,3,14,0,1,1,0,4,0,0,0,0,,119,127,37.01,121,51,70
